Zone,1,2,3,Total
t463,736.35718464,1503.3440206206535,0.0,2239.7012052606533
t464,736.35718464,1626.4391598000002,0.0,2362.79634444
t465,736.35718464,1265.9031261507707,0.0,2002.2603107907707
t466,736.35718464,564.3743884506,0.0,1300.7315730906
t467,316.6335893952001,564.3743884506,0.0,881.0079778458
t468,311.47908910272,564.3743884506,0.0,875.8534775533201
t469,311.47908910272,564.3743884506,0.0,875.8534775533201
t470,311.47908910272,564.3743884506,0.0,875.8534775533201
t471,386.667440378949,564.3743884506,0.0,951.041828829549
t472,736.35718464,564.3743884506,0.0,1300.7315730906
t473,752.3884924126021,1192.0009407058537,0.0,1944.3894331184558
t474,1341.3853511733028,1626.4391598000002,0.0,2967.824510973303
t475,1414.7330022721965,1626.4391598000002,0.0,3041.1721620721964
t476,1414.7330022721965,1626.4391598000002,0.0,3041.1721620721964
t477,1414.7330022721965,1626.4391598000002,0.0,3041.1721620721964
t478,1414.7330022721965,1626.4391598000002,0.0,3041.1721620721964
t479,1414.7330022721965,1626.4391598000002,0.0,3041.1721620721964
t480,1170.517707924606,1626.4391598000002,0.0,2796.956867724606
