,2030,2030,2030
,reference,reference,reference
time_index,NENGREST,NENG_CT,NENG_ME
1,9215,3556,1097
2,8791,3405,1033
3,8422,3266,982
4,8144,3187,946
5,8011,3158,934
6,8085,3230,935
7,8281,3359,950
8,7465,3111,964
9,6625,2742,978
10,6839,2763,1069
11,7280,2883,1141
12,7585,2921,1166
13,7355,2880,1187
14,6881,2782,1136
15,7604,3085,1201
16,8709,3239,1274
17,8894,3296,1278
18,9715,3583,1441
19,10572,3959,1526
20,10646,3998,1486
21,10414,3923,1418
22,10160,3857,1331
23,9799,3762,1230
24,9239,3595,1129
25,8289,3321,1043
26,7733,3083,976
27,7375,2941,938
28,7257,2903,917
29,7246,2929,913
30,7482,3041,942
31,7911,3237,998
32,7877,3112,1042
33,7698,2881,1093
34,7990,2955,1201
35,8521,3162,1281
36,8283,3326,1332
37,8010,3348,1350
38,7385,3174,1267
39,8305,3685,1309
40,9495,3754,1382
41,9944,3862,1409
42,10912,4217,1581
43,11831,4669,1656
44,11787,4690,1587
45,11620,4671,1515
46,11271,4568,1439
47,10746,4402,1321
48,9989,4124,1214
49,9911,4338,1116
50,9418,4142,1044
51,9200,4054,1013
52,9150,4082,994
53,9328,4175,998
54,9759,4323,1051
55,11948,5272,1137
56,14346,6597,1241
57,13892,6468,1285
58,13515,6105,1310
59,13043,5871,1338
60,12921,5754,1353
61,12473,5552,1330
62,11672,5235,1285
63,12622,5474,1350
64,14103,5978,1432
65,15079,6441,1451
66,16707,7174,1573
67,18508,8135,1646
68,19041,8548,1597
69,19106,8703,1546
70,14478,6347,1557
71,13386,5982,1448
72,12634,5739,1326
73,12343,5469,1218
74,11766,5239,1156
75,11507,5152,1129
76,11446,5140,1108
77,11684,5231,1106
78,12089,5375,1152
79,14115,6156,1257
80,16932,7654,1384
81,16909,7808,1393
82,16141,7268,1393
83,15450,6805,1407
84,14961,6541,1417
85,14356,6381,1415
86,13392,5901,1382
87,14712,6307,1493
88,15413,6378,1520
89,16385,6779,1516
90,18129,7527,1621
91,19585,8267,1661
92,19991,8547,1587
93,19889,8598,1521
94,14501,6074,1536
95,13155,5516,1421
96,12378,5272,1292
97,11240,4924,1166
98,10693,4750,1084
99,10391,4639,1056
100,10268,4556,1034
101,10395,4610,1026
102,10736,4707,1076
103,12848,5589,1183
104,16024,7118,1324
105,15908,6972,1364
106,14310,6366,1371
107,13662,5928,1394
108,13557,5711,1387
109,13070,5328,1374
110,12592,5207,1350
111,12892,5082,1416
112,13599,5276,1454
113,14303,5668,1458
114,15717,6323,1563
115,17227,7152,1602
116,17502,7389,1568
117,17459,7430,1525
118,13139,5328,1514
119,11954,4852,1391
120,11103,4546,1260
121,10454,4112,1155
122,9945,3911,1085
123,9694,3818,1067
124,9547,3776,1050
125,9615,3806,1037
126,9949,3938,1075
127,12155,4934,1161
128,14784,5905,1286
129,14849,5545,1375
130,13341,5114,1399
131,12394,4808,1396
132,12005,4628,1443
133,11573,4494,1427
134,11218,4425,1457
135,11826,4241,1437
136,11974,4398,1454
137,12525,4689,1478
138,13659,5139,1560
139,14689,5722,1572
140,14730,5847,1501
141,14540,5785,1463
142,11499,4422,1436
143,10583,4033,1339
144,9909,3791,1237
145,9264,3550,1123
146,8680,3346,1051
147,8372,3236,1014
148,8261,3225,1000
149,8226,3231,990
150,8487,3386,1012
151,9044,3673,1036
152,8551,3526,1128
153,7904,3275,1197
154,8219,3348,1261
155,8546,3432,1266
156,8509,3382,1300
157,8244,3248,1285
158,7496,2927,1280
159,8370,3183,1321
160,9111,3249,1330
161,9434,3371,1351
162,10067,3578,1477
163,10678,3907,1550
164,10692,3933,1505
165,10435,3853,1443
166,10206,3788,1391
167,9933,3708,1278
168,9438,3557,1187
169,8872,3421,1116
170,8358,3225,1025
171,8075,3132,997
172,7935,3096,969
173,7913,3119,973
174,8046,3180,986
175,8302,3318,1004
176,7645,3291,1036
177,6967,3100,1073
178,7785,3160,1192
179,8414,3319,1227
180,8213,3317,1331
181,8056,3321,1353
182,7623,3107,1263
183,8220,3232,1307
184,9426,3550,1376
185,9866,3712,1394
186,10683,4016,1533
187,11639,4451,1623
188,11797,4557,1586
189,11611,4510,1518
190,11387,4454,1421
191,10936,4304,1300
192,10226,4052,1183
193,9560,3822,1093
194,9089,3651,1040
195,8856,3562,1016
196,8835,3578,1008
197,8994,3648,1001
198,9452,3823,1052
199,11737,4889,1151
200,14794,6087,1287
201,14226,5837,1338
202,13404,5394,1346
203,12714,5071,1351
204,12096,4844,1366
205,11489,4538,1358
206,10379,4091,1273
207,10943,4182,1329
208,12286,4590,1405
209,13078,4919,1407
210,14404,5459,1529
211,16185,6360,1593
212,16550,6641,1545
213,16554,6745,1482
214,12634,4981,1477
215,11407,4479,1352
216,10521,4167,1239
217,9762,3918,1154
218,9190,3689,1099
219,8907,3564,1089
220,8747,3539,1076
221,8840,3588,1072
222,9263,3776,1105
223,11366,4805,1171
224,13812,6096,1311
225,14301,5980,1389
226,13261,5470,1403
227,12624,5134,1390
228,11842,4887,1423
229,11039,4561,1398
230,10086,4582,1317
231,10605,4650,1404
232,11836,4699,1407
233,12653,4931,1396
234,13929,5463,1527
235,15356,6229,1583
236,15628,6462,1546
237,15628,6524,1508
238,12136,4818,1507
239,11027,4354,1383
240,10192,4051,1247
241,9492,3730,1134
242,8960,3531,1075
243,8698,3454,1048
244,8595,3427,1033
245,8704,3504,1033
246,9144,3703,1084
247,11305,4745,1192
248,13339,5843,1271
249,12697,5515,1287
250,12083,4992,1304
251,11993,4660,1311
252,11910,4415,1332
253,11600,4132,1302
254,10842,3774,1255
255,10723,4003,1393
256,11986,4236,1404
257,12803,4579,1417
258,14054,5103,1531
259,15573,5870,1565
260,15876,6138,1513
261,15903,6206,1466
262,12343,4665,1478
263,11178,4207,1346
264,10302,3870,1218
265,9339,3521,1116
266,8801,3329,1059
267,8505,3251,1024
268,8381,3216,1005
269,8431,3239,1007
270,8811,3418,1053
271,10955,4415,1141
272,13766,5687,1247
273,14036,5670,1360
274,13566,5227,1417
275,12980,4952,1443
276,12678,4785,1497
277,12546,4394,1536
278,11394,3770,1544
279,11016,3861,1552
280,12056,4264,1549
281,12763,4595,1519
282,13787,5048,1598
283,14905,5657,1651
284,15173,5891,1597
285,15116,5968,1528
286,11868,4545,1508
287,10745,4106,1369
288,9858,3787,1243
289,8987,3467,1138
290,8427,3245,1065
291,8106,3120,1043
292,7987,3082,1036
293,7987,3080,1037
294,8348,3235,1072
295,10209,4063,1156
296,12424,5014,1296
297,12074,4636,1399
298,10905,4358,1439
299,12093,4092,1470
300,10494,4170,1496
301,9957,4168,1517
302,9279,4120,1414
303,11163,4324,1429
304,11400,4477,1447
305,12060,4705,1408
306,13283,5146,1493
307,14412,5685,1548
308,14584,5830,1498
309,14579,5863,1454
310,11725,4601,1460
311,10883,4253,1370
312,10248,4042,1284
313,10589,4535,1174
314,9976,4289,1094
315,9633,4166,1059
316,9450,4105,1038
317,9413,4080,1032
318,9581,4128,1057
319,10079,4328,1081
320,9645,4428,1159
321,9950,4393,1232
322,10153,4349,1306
323,9992,4496,1391
324,10076,4489,1427
325,9798,4252,1365
326,8966,3917,1338
327,9418,4019,1327
328,10872,4370,1432
329,11512,4644,1456
330,12096,4872,1593
331,13101,5356,1686
332,13281,5479,1646
333,13171,5459,1618
334,12988,5473,1545
335,12866,5505,1435
336,12559,5417,1352
337,12424,5158,1223
338,11888,4961,1128
339,11577,4876,1084
340,11495,4900,1071
341,11628,4988,1068
342,11925,5153,1085
343,12418,5448,1103
344,11400,5121,1118
345,10410,4781,1204
346,10776,4904,1299
347,11119,5009,1354
348,11265,5003,1404
349,10907,4828,1398
350,10109,4514,1346
351,10808,4641,1387
352,12498,5137,1485
353,13373,5555,1499
354,13936,5706,1633
355,14992,6106,1707
356,15244,6246,1663
357,15114,6260,1597
358,15037,6354,1535
359,14527,6180,1409
360,13840,5928,1294
361,12228,5219,1242
362,11757,5052,1186
363,11499,4961,1152
364,11463,4977,1142
365,11478,4994,1142
366,11728,5117,1187
367,12204,5394,1249
368,11820,5316,1377
369,11537,5143,1423
370,11419,5167,1451
371,11595,5157,1514
372,11747,5143,1526
373,11780,4961,1488
374,10812,4584,1482
375,11883,4721,1476
376,12489,4996,1534
377,12943,5201,1551
378,13598,5402,1681
379,14453,5796,1737
380,14429,5869,1672
381,14178,5841,1611
382,13801,5747,1518
383,13125,5505,1374
384,12238,5162,1253
385,10707,4419,1146
386,10157,4169,1081
387,9806,4041,1036
388,9646,3990,1029
389,9698,4029,1027
390,10019,4193,1066
391,12229,5153,1179
392,14802,6413,1311
393,15021,5920,1320
394,13669,5808,1336
395,12828,5440,1341
396,12496,5182,1347
397,12396,5062,1349
398,12227,4658,1345
399,12630,4952,1401
400,12777,4959,1417
401,13365,5259,1429
402,14563,5809,1543
403,15695,6429,1577
404,15856,6591,1521
405,15644,6560,1464
406,12076,4800,1438
407,10871,4287,1307
408,9937,3958,1181
409,8997,3569,1080
410,8428,3333,1015
411,8106,3227,985
412,7971,3182,960
413,7978,3212,956
414,8362,3404,1014
415,10272,4380,1097
416,11752,5262,1197
417,11028,5379,1217
418,10616,4973,1231
419,10449,4710,1248
420,10316,4356,1276
421,9882,4100,1263
422,8873,3911,1209
423,9538,3892,1264
424,11422,4451,1373
425,12478,4935,1403
426,13566,5440,1534
427,15149,6217,1637
428,15494,6491,1612
429,15555,6594,1580
430,12530,5125,1544
431,11519,4693,1440
432,10735,4433,1352
433,11333,5119,1229
434,10867,4893,1176
435,10654,4818,1139
436,10619,4805,1117
437,10803,4891,1111
438,11212,5050,1167
439,13340,5972,1264
440,16421,7428,1352
441,15733,7343,1349
442,15101,6855,1384
443,14523,6487,1398
444,14028,6203,1407
445,13273,5747,1385
446,12749,5540,1304
447,13141,5490,1319
448,14176,5802,1387
449,15278,6219,1420
450,16504,6800,1522
451,18232,7541,1600
452,18727,7900,1522
453,18815,7995,1493
454,13936,5780,1502
455,12780,5315,1390
456,11974,5024,1281
457,11301,4874,1182
458,10755,4649,1112
459,10408,4500,1069
460,10245,4427,1052
461,10361,4482,1044
462,10724,4609,1098
463,12720,5441,1179
464,15217,6693,1259
465,14532,6563,1285
466,13727,6172,1319
467,13255,5856,1335
468,13017,5679,1379
469,12421,5365,1333
470,11291,4878,1282
471,11735,4906,1330
472,13452,5346,1429
473,14637,5902,1446
474,15781,6492,1504
475,17608,7413,1570
476,18066,7715,1511
477,18095,7721,1459
478,13489,5581,1473
479,12547,5263,1396
480,12008,5122,1296
481,11683,5012,1174
482,11124,4769,1114
483,10854,4654,1079
484,10730,4619,1050
485,10767,4654,1029
486,10926,4738,1059
487,11520,5038,1085
488,11798,5102,1192
489,12108,5170,1276
490,12268,5304,1357
491,12360,5383,1434
492,12595,5494,1462
493,12752,5412,1468
494,12612,5449,1448
495,12618,5366,1485
